DATAFLOW,POP_COMP: Population Component,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),54620: Kondinin,A: Annual,2022,4,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),54620: Kondinin,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),54900: Lake Grace,A: Annual,2022,10,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),54970: Laverton,A: Annual,2022,5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),54970: Laverton,A: Annual,2022,1434,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),55040: Leonora,A: Annual,2022,1721,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),55110: Mandurah,A: Annual,2022,414,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),55110: Mandurah,A: Annual,2022,95568,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),55390: Menzies,A: Annual,2022,4,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),55390: Menzies,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),55460: Merredin,A: Annual,2022,48,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),55600: Moora,A: Annual,2022,7,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),55880: Mount Marshall,A: Annual,2022,5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),55880: Mount Marshall,A: Annual,2022,20,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),55950: Mukinbudin,A: Annual,2022,3,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),56090: Mundaring,A: Annual,2022,230,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),56160: Murchison,A: Annual,2022,108,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),56460: Narrogin,A: Annual,2022,3,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),56580: Nedlands,A: Annual,2022,153,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),56580: Nedlands,A: Annual,2022,-10,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),56620: Ngaanyatjarraku,A: Annual,2022,-5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),57000: Perenjori,A: Annual,2022,32,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),57140: Pingelly,A: Annual,2022,86,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),57490: Rockingham,A: Annual,2022,9477,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),57700: Serpentine-Jarrahdale,A: Annual,2022,418,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),57700: Serpentine-Jarrahdale,A: Annual,2022,2609,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),58050: Swan,A: Annual,2022,14146,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),58050: Swan,A: Annual,2022,3002,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),58190: Tammin,A: Annual,2022,2,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),58260: Three Springs,A: Annual,2022,46,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),58260: Three Springs,A: Annual,2022,-1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),58540: Victoria Plains,A: Annual,2022,6,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),58570: Vincent,A: Annual,2022,878,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),58570: Vincent,A: Annual,2022,303,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),58610: Wagin,A: Annual,2022,106,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),58610: Wagin,A: Annual,2022,5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),59030: Westonia,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),59100: Wickepin,A: Annual,2022,2,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),59100: Wickepin,A: Annual,2022,706,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),59170: Williams,A: Annual,2022,-5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),59170: Williams,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),59330: Wyalkatchem,A: Annual,2022,4,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),59350: Yalgoo,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),59360: Yilgarn,A: Annual,2022,8,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),59360: Yilgarn,A: Annual,2022,4,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),60410: Brighton,A: Annual,2022,19691,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),60610: Burnie,A: Annual,2022,44,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),60610: Burnie,A: Annual,2022,20472,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),60810: Central Coast (Tas.),A: Annual,2022,23345,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),61410: Clarence,A: Annual,2022,746,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),61410: Clarence,A: Annual,2022,210,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),61610: Devonport,A: Annual,2022,252,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),62610: Glenorchy,A: Annual,2022,488,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),63010: Huon Valley,A: Annual,2022,135,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),64010: Launceston,A: Annual,2022,112,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),64210: Meander Valley,A: Annual,2022,25,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),64210: Meander Valley,A: Annual,2022,1591,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),64610: Northern Midlands,A: Annual,2022,126,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),64610: Northern Midlands,A: Annual,2022,22,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),65610: West Coast,A: Annual,2022,423,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),65810: West Tamar,A: Annual,2022,2209,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),65810: West Tamar,A: Annual,2022,120,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),70620: Central Desert,A: Annual,2022,174,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),70620: Central Desert,A: Annual,2022,9,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),70700: Coomalie,A: Annual,2022,8,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),70700: Coomalie,A: Annual,2022,110,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),72330: MacDonnell,A: Annual,2022,-10,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),72330: MacDonnell,A: Annual,2022,35,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),72800: Palmerston,A: Annual,2022,5959,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),72800: Palmerston,A: Annual,2022,107,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),73600: Roper Gulf,A: Annual,2022,-9,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),74680: West Daly,A: Annual,2022,6,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),74680: West Daly,A: Annual,2022,3,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),79399: Unincorporated NT,A: Annual,2022,99,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),99399: Unincorp. Other Territories,A: Annual,2022,12,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),99399: Unincorp. Other Territories,A: Annual,2022,2524,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,STE: States and Territories,1: New South Wales,A: Annual,2022,8165731,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,STE: States and Territories,2: Victoria,A: Annual,2022,75271,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,STE: States and Territories,2: Victoria,A: Annual,2022,29014,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,STE: States and Territories,2: Victoria,A: Annual,2022,106692,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,STE: States and Territories,6: Tasmania,A: Annual,2022,4982,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,STE: States and Territories,6: Tasmania,A: Annual,2022,16518,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),10050: Albury,A: Annual,2022,206,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),10050: Albury,A: Annual,2022,56666,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),10500: Bayside (NSW),A: Annual,2022,2481,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),10550: Bega Valley,A: Annual,2022,332,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),10550: Bega Valley,A: Annual,2022,2240,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),10550: Bega Valley,A: Annual,2022,150,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),10600: Bellingen,A: Annual,2022,39,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),10900: Blue Mountains,A: Annual,2022,612,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),10950: Bogan,A: Annual,2022,25,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),10950: Bogan,A: Annual,2022,153,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),10950: Bogan,A: Annual,2022,-53,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),11150: Bourke,A: Annual,2022,6,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),11150: Bourke,A: Annual,2022,2348,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),11400: Cabonne,A: Annual,2022,46,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),11450: Camden,A: Annual,2022,1824,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),11450: Camden,A: Annual,2022,8015,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),11450: Camden,A: Annual,2022,667,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),11500: Campbelltown (NSW),A: Annual,2022,2093,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),11500: Campbelltown (NSW),A: Annual,2022,1100,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),11720: Cessnock,A: Annual,2022,6357,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),11720: Cessnock,A: Annual,2022,1284,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),11730: Clarence Valley,A: Annual,2022,100,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),11730: Clarence Valley,A: Annual,2022,54662,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),12160: Cootamundra-Gundagai,A: Annual,2022,130,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),12350: Cowra,A: Annual,2022,996,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),12380: Cumberland,A: Annual,2022,3917,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),12850: Fairfield,A: Annual,2022,1552,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),12870: Federation,A: Annual,2022,52,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),12900: Forbes,A: Annual,2022,9339,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),13340: Greater Hume,A: Annual,2022,116,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),13340: Greater Hume,A: Annual,2022,29,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),13450: Griffith,A: Annual,2022,420,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),14000: Hornsby,A: Annual,2022,1091,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),14000: Hornsby,A: Annual,2022,10548,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),14100: Hunters Hill,A: Annual,2022,1727,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),14100: Hunters Hill,A: Annual,2022,347,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),14100: Hunters Hill,A: Annual,2022,155,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),14170: Inner West,A: Annual,2022,3315,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),14500: Ku-ring-gai,A: Annual,2022,823,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),14500: Ku-ring-gai,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),14500: Ku-ring-gai,A: Annual,2022,10192,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),14550: Kyogle,A: Annual,2022,840,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),14550: Kyogle,A: Annual,2022,34,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),14550: Kyogle,A: Annual,2022,18,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),14600: Lachlan,A: Annual,2022,11,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),14870: Lithgow,A: Annual,2022,239,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),14900: Liverpool,A: Annual,2022,1434,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),14900: Liverpool,A: Annual,2022,239755,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),14920: Liverpool Plains,A: Annual,2022,7660,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),15300: Moree Plains,A: Annual,2022,189,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),15300: Moree Plains,A: Annual,2022,98,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),15350: Mosman,A: Annual,2022,3252,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),15350: Mosman,A: Annual,2022,1032,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),15800: Narrandera,A: Annual,2022,62,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),15800: Narrandera,A: Annual,2022,453,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),15850: Narromine,A: Annual,2022,-64,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),15850: Narromine,A: Annual,2022,9,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),16200: Parkes,A: Annual,2022,41,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),16260: Parramatta,A: Annual,2022,10191,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),16260: Parramatta,A: Annual,2022,4542,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),16610: Richmond Valley,A: Annual,2022,2021,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),16700: Ryde,A: Annual,2022,11188,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),16700: Ryde,A: Annual,2022,2975,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),16700: Ryde,A: Annual,2022,131122,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),17080: Snowy Valleys,A: Annual,2022,161,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),17100: Strathfield,A: Annual,2022,536,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),17100: Strathfield,A: Annual,2022,5025,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),17150: Sutherland,A: Annual,2022,12675,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),17150: Sutherland,A: Annual,2022,1105,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),17420: The Hills,A: Annual,2022,836,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),17550: Tweed,A: Annual,2022,1064,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),17550: Tweed,A: Annual,2022,427,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),17620: Upper Hunter,A: Annual,2022,-60,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),17620: Upper Hunter,A: Annual,2022,50,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),17620: Upper Hunter,A: Annual,2022,14293,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),17950: Warren,A: Annual,2022,17,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),18020: Warrumbungle,A: Annual,2022,38,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),18020: Warrumbungle,A: Annual,2022,20,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),18400: Wollondilly,A: Annual,2022,5193,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),18450: Wollongong,A: Annual,2022,1373,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),18450: Wollongong,A: Annual,2022,216431,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),20110: Alpine,A: Annual,2022,55,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),20830: Baw Baw,A: Annual,2022,463,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),20910: Bayside (Vic.),A: Annual,2022,7894,PSNS: Persons,," "
